IDnum,ageOfTheHouseholdHead,householdSize,farmSize,shareOfHiredLabour,commercializationIndex,totalLaborManDays,farmType,creditaccess,cropChoice,IfHireLabour,perCapitaIncome,percentNonfarmIncome,wardCode,intensificationStrategies,topgraphicWetnessIndex,distanceToBigMarket,maizePrice,ricePrice
1032,58,1,0.70820051,8.7378645,73.837952,145.43904,Diversifier,No,RiceAndMaize,Yes,1065.9301,0,83,CropMultipleTimes,18.118771,2.9242716,1111.1111,1466.6666
1033,53,5,0.70820051,29.319372,37.5,269.69763,Diversifier,No,RiceAndMaize,Yes,266.09447,0,83,None,17.30777,12.635365,1111.1111,1466.6666
1034,47,6,2.5292876,37.918217,72.837608,106.35406,Subsistence,Yes,RiceAndMaize,Yes,290.14825,0,83,None,18.353739,3.1185381,1111.1111,1466.6666
1035,35,4,1.3152295,32.432434,78.688522,140.65985,Diversifier,Yes,RiceAndMaize,Yes,23.637527,0,83,None,16.240372,3.1588414,1111.1111,1466.6666
1036,57,4,1.0117151,52,18.32617,222.39464,Diversifier,No,RiceAndMaize,Yes,128.38123,0,83,None,16.645836,3.4409809,1111.1111,1466.6666
1037,37,3,1.618744,2.749141,56.724178,179.769,Diversifier,No,RiceAndMaize,Yes,186.65842,0,83,None,19.073584,2.716146,1111.1111,1466.6666
1038,70,6,2.0234301,0.29239765,49.625019,169.01993,Subsistence,No,Rice,Yes,126.84084,0,83,None,19.124847,3.1331069,1111.1111,1466.6666
1039,73,7,5.6656041,30.249111,4.9180326,49.597534,Diversifier,No,RiceMaizeAndVegit,Yes,116.14286,0,83,ApplyImprovedSeed,16.453764,4.3303905,1111.1111,1466.6666
1040,72,6,1.214058,1.9607843,1.3294336,168.03151,Diversifier,No,RiceMaizeAndVegit,Yes,18.690475,0,83,UseIrrigation,16.933517,2.8488955,1111.1111,1466.6666
1041,33,6,0.50585753,0,0,245.45778,Diversifier,Yes,Maize,No,8.8611113,0,83,CropMultipleTimes,26.132467,3.1250215,1111.1111,0
1042,78,2,1.0117151,7.6923075,1.7193948,192.74202,Subsistence,No,Rice,Yes,73.3875,0,83,None,25.033855,3.9936266,0,1466.6666
1043,73,5,0.30351451,0.3508772,0,938.99957,Subsistence,No,Rice,Yes,39.4,0,83,None,19.184811,3.01794,1111.1111,1466.6666
1044,30,4,0.50585753,1.5384616,0,128.49467,Subsistence,No,Rice,Yes,35.833332,0,83,ApplyImprovedSeed,15.142417,3.3801527,0,1466.6666
1046,34,3,0.60702902,40,0,172.9736,Subsistence,Yes,Rice,Yes,84,0,83,None,16.933517,2.8488955,0,1466.6666
1047,50,4,0.70820051,31.578947,17.49548,107.31424,Diversifier,Yes,RiceAndMaize,Yes,288.27163,0,83,CropMultipleTimes,19.184811,3.01794,1111.1111,1466.6666
1049,49,3,1.3152295,0.24096386,0,315.53427,Diversifier,Yes,RiceAndMaize,Yes,121.72029,0,83,CropMultipleTimes,14.396434,3.1201601,1111.1111,1466.6666
1050,53,4,1.3152295,27.777779,68.372093,164.22989,Subsistence,No,Rice,Yes,283.5,0,83,None,18.118771,2.4845872,0,1466.6666
1051,41,5,1.0117151,21.89781,52.100842,135.41362,Diversifier,Yes,RiceMaizeAndVegit,Yes,431.31428,31.283916,83,CropMultipleTimes,24.771492,3.214417,1111.1111,1466.6666
1052,54,5,1.0117151,76.84729,66.754387,200.64938,Subsistence,No,Rice,Yes,110.73334,0,83,None,17.280441,2.391187,0,1466.6666
1053,53,6,0.9105435,33.870968,22.996058,136.1824,Subsistence,No,Rice,Yes,66.322219,0,83,None,17.341066,2.3549387,0,1466.6666
